anum,n_terms,n_d,order,degree,n_id,L_H,n_revisions,n_struct_rev,final_lambda,name
A007934,34,,,,,,0,0,1.0,Some nontrivial permutation of digits is a prime.
A007935,34,,,,,,0,0,1.0,Composite numbers such that some permutation of digits is a prime.
A007936,34,,,,,,0,0,1.0,Some permutation of digits is a square.
A007937,34,,,,,,0,0,1.0,Nonsquares such that some permutation of digits is a square.
A007938,34,,,,,,0,0,1.0,Some nontrivial permutation of digits is a square.
A007939,34,,,,,,0,0,1.0,Some permutation of digits is a cube.
A007940,34,,,,,,0,0,1.0,Noncubes such that some permutation of digits is a cube.
A007941,34,,,,,,0,0,1.0,Some nontrivial permutation of digits is a cube.
A007944,34,,,,,,0,0,1.0,"a(n) is the largest even number k such that 6, 8, ..., k are sums of 2 of first n odd primes."
A007945,34,9.0,3.0,0.0,9.0,34.0,1,0,0.20118343195266272,Expansion of g.f. (2-x-2*x^2)/((1-x)*(1-x+x^2)).
A007946,26,9.0,1.0,2.0,9.0,52.0,1,0,0.037873270211216316,a(n) = 6*(2*n+1)! / ((n!)^2*(n+3)).
A007947,34,,,,,,0,0,1.0,"Largest squarefree number dividing n: the squarefree kernel of n, rad(n), radical of n."
A007948,34,7.0,,,,,2,1,1.0,Largest cubefree number dividing n.
A007949,34,,,,,,0,0,1.0,"Greatest k such that 3^k divides n. Or, 3-adic valuation of n."
A007950,34,,,,,,0,0,1.0,"Binary sieve: delete every 2nd number, then every 4th, 8th, etc."
A007951,34,,,,,,0,0,1.0,"Ternary sieve: delete every 3rd number, then every 9th, 27th, etc."
A007952,34,,,,,,0,0,1.0,"Generated by a sieve: keep first number, drop every 2nd, keep first, drop every 3rd, keep first, drop every 4th, etc."
A007953,34,7.0,,,,,2,1,1.0,"Digital sum (i.e., sum of digits) of n; also called digsum(n)."
A007954,34,7.0,,,,,2,1,1.0,Product of decimal digits of n.
A007955,34,,,,,,0,0,1.0,Product of divisors of n.
A007956,34,,,,,,0,0,1.0,Product of the proper divisors of n.
A007957,34,15.0,,,,,2,1,1.0,Numbers that contain an odd digit.
A007958,34,15.0,,,,,2,1,1.0,Even numbers with at least one odd digit.
A007959,34,7.0,,,,,2,1,1.0,Some nontrivial permutation of digits is an odd number.
A007960,34,,,,,,0,0,1.0,Positive numbers k with the property that some permutation of the digits of k is a triangular number.
A007961,34,,,,,,0,0,1.0,n written in base where place values are positive squares.
A007962,34,,,,,,0,0,1.0,"a(n) is the largest odd number k such that 9, 11, ..., k are sums of 3 of first n odd primes."
A007963,34,13.0,,,,,2,1,1.0,Number of (unordered) ways of writing 2n+1 as a sum of 3 odd primes.
A007964,34,7.0,,,,,2,1,1.0,"Numbers k such that product of proper divisors of k is <= k; i.e., product of divisors of k is <= k^2."
A007966,34,,,,,,0,0,1.0,First factor in happy factorization of n.
A007967,34,,,,,,0,0,1.0,Second factor in happy factorization of n.
A007968,34,,,,,,0,0,1.0,Type of happy factorization of n.
A007969,34,,,,,,0,0,1.0,Rectangular numbers.
A007970,34,,,,,,0,0,1.0,Rhombic numbers.
A007971,30,13.0,3.0,1.0,13.0,50.0,1,0,0.0484027105517909,INVERTi transform of central trinomial coefficients (A002426).
A007972,34,13.0,5.0,0.0,13.0,102.0,1,0,0.10816542948038176,"Number of permutations that are 2 ""block reversals"" away from 12...n."
A007975,34,22.0,4.0,1.0,16.0,722.0,1,0,0.5228095582910934,"Number of permutations that are 3 ""block reversals"" away from 12...n."
A007978,34,,,,,,0,0,1.0,Least non-divisor of n.
A007979,34,19.0,5.0,1.0,19.0,108.0,1,0,0.176759410801964,Expansion of (1+x^2)(1+x^4)/((1-x)^2*(1-x^2)*(1-x^3)).
A007980,34,13.0,5.0,0.0,13.0,60.0,1,0,0.1284796573875803,Expansion of (1+x^2)/((1-x)^2*(1-x^3)).
A007981,34,6.0,,,,,1,1,1.0,Number of nonsplit type 2 metacyclic 2-groups of order 2^n.
A007982,34,,,,,,0,0,1.0,Number of non-Abelian metacyclic groups of order 2^n.
A007983,34,22.0,6.0,1.0,22.0,180.0,1,0,0.3821656050955414,Number of non-Abelian metacyclic groups of order p^n (p odd).
A007985,28,19.0,5.0,1.0,19.0,124.0,1,0,0.10571184995737426,"Co-growth function of the group < a, b, a^{-1}, b^{-1} | b >, isomorphic to Z (counting only reduced words)."
A007987,21,,,,,,0,0,1.0,"Number of irreducible words of length 2n in the free group with generators x,y such that the total degree of x and the total degree of y both equal zero."
A007988,34,22.0,6.0,1.0,22.0,198.0,1,0,0.40162271805273836,Expansion of (x^6-x^5-x^4+2x^2)/((1-x^3)(1-x^2)^2(1-x)).
A007989,34,,,,,,0,0,1.0,"Slowest increasing sequence with property that a(n) does not divide any term of form a(n+m*a(n)) for any m; this is the slowest increasing ""non-difference-divisible"" sequence."
A007990,34,,,,,,0,0,1.0,Poincar̩ series [or Poincare series] of Lie algebra associated with a certain braid group.
A007992,26,,,,,,0,0,1.0,Augmented amicable pairs (smaller member of each pair).
A007993,34,13.0,6.0,0.0,15.0,130.0,2,1,0.13360739979445016,Poincar̩ series [or Poincare series] of Lie algebra associated with a certain braid group.
A007994,28,20.0,5.0,1.0,19.0,606.0,1,0,0.5711592836946278,Poincar̩ series (or Poincare series) of Lie algebra associated with a certain braid group.
A007995,25,,,,,,0,0,1.0,Poincar̩ series [or Poincare series] of Lie algebra associated with a certain braid group.
A007996,34,,,,,,0,0,1.0,"Primes that divide at least one term of Sylvester's sequence s = A000058: s(n+1) = s(n)^2 - s(n) + 1, s(0) = 2."
A007997,34,13.0,5.0,0.0,13.0,46.0,1,0,0.12073490813648294,a(n) = ceiling((n-3)(n-4)/6).
A007998,34,,,,,,0,0,1.0,Number of primitive solutions to x + y + z = 0 (mod n).
A007999,28,,,,,,0,0,1.0,"a(n) is the number of permutations w of 1,2,...,n such that both w and w^{-1} are alternating."
A008000,34,19.0,6.0,1.0,22.0,230.0,2,1,0.3727714748784441,Coordination sequence T1 for Zeolite Code ABW and ATN.
A008001,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code AEI.
A008002,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code AEI.
A008003,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code AEI.
A008004,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code AEL.
A008005,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code AEL.
A008006,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code AEL.
A008007,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code AET.
A008008,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code AET.
A008009,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code AET.
A008010,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code AET.
A008011,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code AET.
A008012,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code AFG.
A008013,34,,,,,,0,0,1.0,"Coordination sequence occurring in Zeolite Codes AFG, CAN, LIO, LOS."
A008014,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code AFI.
A008015,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code AFO.
A008016,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code AFO.
A008017,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code AFO.
A008018,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code AFO.
A008019,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code AFR.
A008020,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code AFR.
A008021,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code AFR.
A008022,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code AFR.
A008023,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code AFS.
A008024,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code AFS.
A008025,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code AFS and BPH.
A008026,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code AFT.
A008027,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code AFT.
A008028,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code AFT.
A008029,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code AFY.
A008030,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code AFY.
A008031,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code ANA.
A008032,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code APC.
A008033,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code APC.
A008034,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code APD.
A008035,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code APD.
A008036,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code AST.
A008037,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code AST.
A008038,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code ATS.
A008039,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code ATS.
A008040,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code ATS.
A008041,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code ATT.
A008042,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code ATT.
A008043,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code ATV.
A008044,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code ATV.
A008045,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code AWW.
A008046,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code AWW.
A008047,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code BIK.
A008048,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code BIK.
A008049,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code BOG.
A008050,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code BOG.
A008051,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code BOG.
A008052,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code BOG.
A008053,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code BOG.
A008054,34,,,,,,0,0,1.0,Coordination sequence T6 for Zeolite Code BOG.
A008055,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code BPH.
A008056,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code BPH.
A008057,34,,,,,,0,0,1.0,Smallest sum of an addition chain for 2n+1.
A008058,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code BRE.
A008059,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code BRE.
A008060,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code BRE.
A008061,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code BRE.
A008063,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code CAS.
A008064,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code CAS.
A008065,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code CAS.
A008066,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code CHA.
A008067,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code DAC.
A008068,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code DAC.
A008069,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code DAC.
A008070,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code DAC.
A008071,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code DDR.
A008072,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code DDR.
A008073,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code DDR.
A008074,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code DDR.
A008075,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code DDR.
A008076,34,,,,,,0,0,1.0,Coordination sequence T6 for Zeolite Code DDR.
A008077,34,,,,,,0,0,1.0,Coordination sequence T7 for Zeolite Code DDR.
A008078,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code DOH.
A008079,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code DOH.
A008080,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code DOH.
A008081,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code DOH.
A008082,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code EAB.
A008083,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code EAB and OFF.
A008084,34,22.0,6.0,1.0,22.0,182.0,1,0,0.2969004893964111,"Coordination sequence T1 for Zeolite Code ACO, ASV, EDI, and THO."
A008085,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code EDI.
A008086,34,15.0,,,,,2,1,1.0,Coordination sequence T1 for Zeolite Code EMT.
A008087,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code EMT.
A008088,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code EMT.
A008089,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code EMT.
A008090,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code EPI.
A008091,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code EPI.
A008092,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code EPI.
A008093,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code ERI and OFF.
A008094,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code ERI.
A008095,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code EUO.
A008096,34,,,,,,0,0,1.0,Coordination sequence T10 for Zeolite Code EUO.
A008097,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code EUO.
A008098,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code EUO.
A008099,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code EUO.
A008100,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code EUO.
A008101,34,,,,,,0,0,1.0,Coordination sequence T6 for Zeolite Code EUO.
A008102,34,,,,,,0,0,1.0,Coordination sequence T7 for Zeolite Code EUO.
A008103,34,,,,,,0,0,1.0,Coordination sequence T8 for Zeolite Code EUO.
A008104,34,,,,,,0,0,1.0,Coordination sequence T9 for Zeolite Code EUO.
A008105,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code FAU.
A008106,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code FER.
A008107,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code FER.
A008108,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code FER.
A008109,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code FER.
A008110,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code GME and AFX.
A008111,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code GOO.
A008112,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code GOO.
A008113,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code GOO.
A008114,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code GOO.
A008115,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code GOO.
A008116,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code HEU.
A008117,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code HEU.
A008118,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code HEU.
A008119,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code HEU.
A008120,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code HEU.
A008121,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code JBW.
A008122,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code JBW.
A008123,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code KFI.
A008124,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code LAU.
A008125,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code LAU.
A008126,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code LAU.
A008127,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code LEV.
A008128,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code LEV.
A008129,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code LIO.
A008130,34,16.0,4.0,1.0,16.0,60.0,1,0,0.1749271137026239,a(n) = floor(n/3)*ceiling(n/3).
A008131,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code LIO.
A008132,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code LOS.
A008133,34,19.0,5.0,1.0,19.0,62.0,1,0,0.18075801749271136,a(n) = floor(n/3)*floor((n+1)/3).
A008134,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code LOV.
A008135,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code LOV.
A008136,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code LOV.
A008137,34,22.0,6.0,1.0,22.0,160.0,1,0,0.2707275803722504,Coordination sequence T1 for Zeolite Code LTA and RHO.
A008138,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code LTL.
A008139,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code LTL.
A008140,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code LTN.
A008141,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code LTN.
A008142,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code LTN.
A008143,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code LTN.
A008144,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code MAZ.
A008145,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code MAZ.
A008146,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code MEI.
A008147,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code MEI.
A008148,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code MEI.
A008149,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code MEI.
A008150,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code MEL.
A008151,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code MEL.
A008152,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code MEL.
A008153,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code MEL.
A008154,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code MEL.
A008155,34,,,,,,0,0,1.0,Coordination sequence T6 for Zeolite Code MEL.
A008156,34,,,,,,0,0,1.0,Coordination sequence T7 for Zeolite Code MEL.
A008157,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code MEP.
A008158,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code MEP.
A008159,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code MEP.
A008160,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code MER.
A008161,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code MFI.
A008162,34,,,,,,0,0,1.0,Coordination sequence T10 for Zeolite Code MFI.
A008163,34,,,,,,0,0,1.0,Coordination sequence T11 for Zeolite Code MFI.
A008164,34,,,,,,0,0,1.0,Coordination sequence T12 for Zeolite Code MFI.
A008165,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code MFI.
A008166,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code MFI.
A008167,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code MFI.
A008168,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code MFI.
A008169,34,,,,,,0,0,1.0,Coordination sequence T6 for Zeolite Code MFI.
A008170,34,,,,,,0,0,1.0,Coordination sequence T7 for Zeolite Code MFI.
A008171,34,,,,,,0,0,1.0,Coordination sequence T8 for Zeolite Code MFI.
A008172,34,,,,,,0,0,1.0,Coordination sequence T9 for Zeolite Code MFI.
A008173,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code MFS.
A008174,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code MFS.
A008175,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code MFS.
A008176,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code MFS.
A008177,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code MFS.
A008178,34,,,,,,0,0,1.0,Coordination sequence T6 for Zeolite Code MFS.
A008179,34,,,,,,0,0,1.0,Coordination sequence T7 for Zeolite Code MFS.
A008180,34,,,,,,0,0,1.0,Coordination sequence T8 for Zeolite Code MFS.
A008181,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code MON.
A008182,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code MOR.
A008183,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code MOR.
A008184,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code MOR.
A008185,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code MOR.
A008186,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code MTN.
A008187,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code MTN.
A008188,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code MTN.
A008189,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code MTT.
A008190,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code MTT.
A008191,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code MTT.
A008192,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code MTT.
A008193,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code MTT.
A008194,34,,,,,,0,0,1.0,Coordination sequence T6 for Zeolite Code MTT.
A008195,34,,,,,,0,0,1.0,Coordination sequence T7 for Zeolite Code MTT.
A008196,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code MTW.
A008197,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code MTW.
A008198,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code MTW.
A008199,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code MTW.
A008200,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code MTW.
A008201,34,,,,,,0,0,1.0,Coordination sequence T6 for Zeolite Code MTW.
A008202,34,,,,,,0,0,1.0,Coordination sequence T7 for Zeolite Code MTW.
A008203,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code NAT.
A008204,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code NAT.
A008205,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code NES.
A008206,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code NES.
A008207,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code NES.
A008208,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code NES.
A008209,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code NES.
A008210,34,,,,,,0,0,1.0,Coordination sequence T6 for Zeolite Code NES.
A008211,34,,,,,,0,0,1.0,Coordination sequence T7 for Zeolite Code NES.
A008212,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code NON.
A008213,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code NON.
A008214,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code NON.
A008215,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code NON.
A008216,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code NON.
A008217,34,22.0,6.0,1.0,22.0,86.0,1,0,0.29152542372881357,a(n) = floor(n/4)*floor((n+1)/4).
A008218,34,,,,,,0,0,1.0,a(n) = floor(n/4)*floor((n+1)/4)*floor((n+2)/4).
A008219,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code PAU.
A008220,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code PAU.
A008221,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code PAU.
A008222,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code PAU.
A008223,34,,,,,,0,0,1.0,Coordination sequence T5 for Zeolite Code PAU.
A008224,34,,,,,,0,0,1.0,Coordination sequence T6 for Zeolite Code PAU.
A008225,34,,,,,,0,0,1.0,Coordination sequence T7 for Zeolite Code PAU.
A008226,34,,,,,,0,0,1.0,Coordination sequence T8 for Zeolite Code PAU.
A008227,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code PHI.
A008228,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code PHI.
A008229,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code SGT.
A008230,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code SGT.
A008231,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code SGT.
A008232,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code SGT.
A008233,34,,,,,,0,0,1.0,a(n) = floor(n/4)*floor((n+1)/4)*floor((n+2)/4)*floor((n+3)/4).
A008234,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code STI.
A008235,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code STI.
A008236,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code STI.
A008237,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code STI.
A008238,34,19.0,5.0,1.0,19.0,58.0,1,0,0.19661016949152543,a(n) = floor(n/4)*ceiling(n/4).
A008239,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code THO.
A008240,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code THO.
A008241,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code TON.
A008242,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code TON.
A008243,34,,,,,,0,0,1.0,Coordination sequence T3 for Zeolite Code TON.
A008244,34,,,,,,0,0,1.0,Coordination sequence T4 for Zeolite Code TON.
A008245,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code VFI.
A008246,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code VFI.
A008247,34,,,,,,0,0,1.0,Coordination sequence T1 for Zeolite Code YUG.
A008248,34,,,,,,0,0,1.0,Coordination sequence T2 for Zeolite Code YUG.
A008249,34,,,,,,0,0,1.0,Coordination sequence T1 for Banalsite.
A008250,34,,,,,,0,0,1.0,Coordination sequence T2 for Banalsite.
A008251,34,,,,,,0,0,1.0,Coordination sequence T1 for Cordierite.
A008252,34,,,,,,0,0,1.0,Coordination sequence T2 for Cordierite.
A008253,34,13.0,5.0,0.0,13.0,66.0,1,0,0.10492845786963434,Coordination sequence for diamond.
A008254,34,22.0,6.0,1.0,22.0,308.0,1,0,0.4975767366720517,Coordination sequence T1 for feldspar.
A008255,34,19.0,5.0,1.0,19.0,188.0,1,0,0.3037156704361874,Coordination sequence T2 for feldspar.
A008256,34,,,,,,0,0,1.0,Coordination sequence T1 for Milarite.
A008257,34,,,,,,0,0,1.0,Coordination sequence T2 for Milarite.
A008258,34,23.0,6.0,1.0,22.0,364.0,1,0,0.5786963434022258,Coordination sequence T1 for Moganite.
