anum,n_terms,n_d,order,degree,n_id,L_H,n_revisions,n_struct_rev,final_lambda,name
A011692,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^6+x^4+x^3+x^2+x+1.
A011693,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^5+x^4+x^3+1.
A011694,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^5+x^3+1.
A011695,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^6+x^5+x^4+x^2+1.
A011696,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^6+x^5+x^4+x^3+1.
A011697,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^4+x^3+x^2+1.
A011698,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^6+x^5+x^4+x^2+x+1.
A011699,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^5+x+1.
A011700,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^3+x+1.
A011701,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^5+x^4+x^3+x^2+x+1.
A011702,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^5+x^4+x^3+x^2+1.
A011703,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^6+x^4+x^3+x^2+1.
A011704,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^6+x^3+x^2+1.
A011705,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^3+x^2+1.
A011706,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^6+x^5+x^2+1.
A011707,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^6+x^4+x^2+x+1.
A011708,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^6+x^3+x^2+x+1.
A011709,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^2+x+1.
A011710,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^6+x+1.
A011711,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^6+x^5+x^2+x+1.
A011712,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^5+x^4+1.
A011713,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^6+x^5+x+1.
A011714,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^4+x^3+x+1.
A011715,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^6+x^5+x^4+1.
A011716,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^6+x^5+x^4+x+1.
A011717,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^5+x^3+x^2+1.
A011718,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^6+x^5+x^4+x^3+x+1.
A011719,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^5+x^3+x+1.
A011720,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^7+x^4+x^3+x^2+x+1.
A011721,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^8+x^6+x^5+x^3+1.
A011722,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^9+x^4+1.
A011723,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^10+x^3+1.
A011724,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^11 + x^2 + 1 (mod 2, shifted by 10 initial 0's)."
A011725,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^12+x^7+x^4+x^3+1.
A011726,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^13+x^4+x^3+x+1.
A011727,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^14 + x^12 + x^11 + x + 1 (mod 2, shifted by 13 initial 0's)."
A011728,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^15+x+1.
A011729,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^16+x^5+x^3+x^2+1.
A011730,30,6.0,,,,,1,1,1.0,A binary m-sequence: expansion of reciprocal of x^17+x^3+1.
A011731,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^18 + x^7 + 1 (mod 2, shifted by 17 initial 0's)."
A011732,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^19 + x^6 + x^5 + x + 1 (mod 2, shifted by 18 initial 0's)."
A011733,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^20 + x^3 + 1 (mod 2, shifted by 19 initial 0's)."
A011734,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^21 + x^2 + 1 (mod 2, shifted by 20 initial 0's)."
A011735,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^22 + x + 1 (mod 2, shifted by 21 initial 0's)."
A011736,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^23 + x^5 + 1 (mod 2, shifted by 22 initial 0's)."
A011737,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^24 + x^4 + x^3 + x + 1 (mod 2, shifted by 23 initial 0's)."
A011738,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^25 + x^3 + 1 (mod 2, shifted by 24 initial 0's)."
A011739,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^26 + x^8 + x^7 + x + 1 (mod 2, shifted by 25 initial 0's)."
A011740,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^27 + x^8 + x^7 + x + 1 (mod 2, shifted by 26 initial 0's)."
A011741,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^28 + x^3 + 1 (mod 2, shifted by 27 initial 0's)."
A011742,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^29 + x^2 + 1 (mod 2, shifted by 28 initial 0's)."
A011743,30,6.0,,,,,1,1,1.0,"A binary m-sequence: expansion of reciprocal of x^30 + x^16 + x^15 + x + 1 (mod 2, shifted by 29 initial 0's)."
A011744,30,6.0,1.0,0.0,5.0,12.0,0,0,0.17391304347826086,"A binary m-sequence: expansion of reciprocal of x^31 + x^3 + 1 (mod 2, shifted by 30 initial 0's)."
A011745,30,6.0,1.0,0.0,5.0,12.0,0,0,0.17391304347826086,"A binary m-sequence: expansion of reciprocal of x^32 + x^28 + x^27 + x + 1 (mod 2, shifted by 31 initial 0's)."
A011746,30,,,,,,0,0,1.0,Expansion of (1 + x^2)/(1 + x^2 + x^5) mod 2.
A011747,30,,,,,,0,0,1.0,Expansion of (1 + x^2 + x^4)/(1 + x^2 + x^3 + x^4 + x^5) mod 2.
A011748,30,,,,,,0,0,1.0,Expansion of (1 + x^2 + x^4)/(1 + x + x^2 + x^4 + x^5) mod 2.
A011749,30,,,,,,0,0,1.0,Expansion of 1/(1 + x^3 + x^5) mod 2.
A011750,30,,,,,,0,0,1.0,Expansion of (1 + x^2)/(1 + x + x^2 + x^3 + x^5) mod 2.
A011751,30,,,,,,0,0,1.0,Expansion of (1 + x^4)/(1 + x + x^3 + x^4 + x^5) mod 2.
A011752,30,13.0,,,,,2,1,1.0,"Repeat n m times, where m is number of letters in English word for the number."
A011754,30,,,,,,0,0,1.0,Number of ones in the binary expansion of 3^n.
A011755,30,,,,,,0,0,1.0,a(n) = Sum_{k=1..n} k*phi(k).
A011756,30,,,,,,0,0,1.0,a(n) = prime(n*(n+1)/2).
A011757,30,,,,,,0,0,1.0,a(n) = prime(n^2).
A011760,30,7.0,,,,,2,1,1.0,Elevator buttons in U.S.A.: Positive integers except 13.
A011761,30,9.0,3.0,0.0,9.0,34.0,1,0,0.0595446584938704,"a(n) = a(n-1) + a(n-3), with a(0) = a(1) = 1, a(2) = 5."
A011762,30,,,,,,0,0,1.0,Number of letters in n (in Spanish).
A011763,30,11.0,4.0,0.0,11.0,92.0,1,0,0.16757741347905283,Days in year in proleptic Gregorian calendar.
A011765,30,11.0,4.0,0.0,11.0,30.0,1,0,0.3614457831325301,"Period 4: repeat [0, 0, 0, 1]."
A011766,30,7.0,,,,,2,1,1.0,Number of days in A.D. years from 100*n through 100*n + 99.
A011768,30,,,,,,0,0,1.0,Number of Barlow packings that repeat after exactly n layers.
A011770,30,6.0,,,,,1,1,1.0,"Days per century for British calendar from first century, following Gregorian calendar after A.D. 1752."
A011771,30,6.0,,,,,1,1,1.0,"Days per century for Roman calendar from first century, following Gregorian calendar after A.D. 1582."
A011772,30,,,,,,0,0,1.0,Smallest number m such that m(m+1)/2 is divisible by n.
A011773,30,,,,,,0,0,1.0,"Variant of Carmichael's lambda function: a(p1^e1*...*pN^eN) = lcm((p1-1)*p1^(e1-1), ..., (pN-1)*pN^(eN-1))."
A011774,30,,,,,,0,0,1.0,Nonprimes k that divide sigma(k) + phi(k).
A011775,30,,,,,,0,0,1.0,Numbers k such that k divides phi(k) * sigma(k).
A011776,30,,,,,,0,0,1.0,"a(1) = 1; for n > 1, a(n) is defined by the property that n^a(n) divides n! but n^(a(n)+1) does not."
A011777,30,,,,,,0,0,1.0,a(n) = least k>1 such that k^n divides k!.
A011778,30,,,,,,0,0,1.0,Numbers k where A011776(k) grows.
A011779,30,13.0,3.0,1.0,13.0,62.0,1,0,0.113345521023766,Expansion of 1/((1-x)^3*(1-x^3)^2).
A011780,30,13.0,3.0,1.0,13.0,72.0,1,0,0.05433962264150943,Expansion of 1/((1-2*x)^3*(1-x^2)^2).
A011782,30,7.0,2.0,0.0,7.0,22.0,1,0,0.024858757062146894,Coefficients of expansion of (1-x)/(1-2*x) in powers of x.
A011793,30,6.0,,,,,1,1,1.0,Triangle of numbers of irreducible Euler sums.
A011794,30,,,,,,0,0,1.0,"Triangle defined by T(n+1, k) = T(n, k-1) + T(n-1, k), T(n,1) = 1, T(1,k) = 1, T(2,k) = min(2,k)."
A011795,30,29.0,6.0,2.0,29.0,170.0,1,0,0.37362637362637363,"a(n) = floor(C(n,4)/5)."
A011796,30,,,,,,0,0,1.0,Number of irreducible alternating Euler sums of depth 6 and weight 6+2n.
A011797,30,6.0,,,,,1,1,1.0,"a(n) = floor(C(n,6)/7)."
A011801,30,,,,,,0,0,1.0,"Triangle read by rows, the inverse Bell transform of n!*binomial(4,n) (without column 0)."
A011819,30,16.0,2.0,4.0,19.0,172.0,3,2,0.18594594594594593,"M-sequences m_0,m_1,m_2,m_3 with m_1 < n."
A011826,30,10.0,2.0,1.0,10.0,54.0,1,0,0.1016949152542373,f-vectors for simplicial complexes of dimension at most 1 (graphs) on at most n-1 vertices.
A011827,30,16.0,2.0,3.0,16.0,134.0,1,0,0.15563298490127758,f-vectors for simplicial complexes of dimension at most 2 on at most n-1 vertices.
A011842,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)*(n-2)/24).
A011843,30,6.0,,,,,1,1,1.0,"a(n) = floor(binomial(n,5)/6)."
A011844,30,6.0,,,,,1,1,1.0,"a(n) = floor(binomial(n,7)/8)."
A011845,30,6.0,,,,,1,1,1.0,"a(n) = floor( binomial(n,8)/9)."
A011846,30,6.0,,,,,1,1,1.0,"a(n) = floor( binomial(n,9)/10 )."
A011847,30,6.0,,,,,1,1,1.0,"Triangle of numbers read by rows: T(n,k) = floor( C(n,k)/(k+1) ), where k=0..n-1 and n >= 1."
A011848,30,13.0,5.0,0.0,13.0,54.0,1,0,0.1592920353982301,"a(n) = floor(binomial(n, 2)/2)."
A011849,30,,,,,,0,0,1.0,"a(n) = floor(binomial(n,3)/3)."
A011850,30,,,,,,0,0,1.0,"a(n) = floor(binomial(n,4)/4)."
A011851,30,6.0,,,,,1,1,1.0,"a(n) = floor(binomial(n,5)/5)."
A011852,30,6.0,,,,,1,1,1.0,"a(n) = floor(binomial(n,6)/6)."
A011853,30,6.0,,,,,1,1,1.0,"a(n) = floor( binomial(n,7)/7 )."
A011854,30,6.0,,,,,1,1,1.0,"a(n) = floor(binomial(n,8)/8)."
A011855,30,6.0,,,,,1,1,1.0,"a(n) = floor(binomial(n,9)/9)."
A011856,30,6.0,,,,,1,1,1.0,"a(n) = floor(binomial(n,10)/10)."
A011857,30,,,,,,0,0,1.0,"Triangle of numbers [ C(n,k)/k ], k=1..n-1."
A011858,30,22.0,6.0,1.0,22.0,74.0,1,0,0.22910216718266255,a(n) = floor( n*(n-1)/5 ).
A011860,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)/7).
A011861,30,,,,,,0,0,1.0,a(n) = floor(n(n-1)/8).
A011862,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)/9).
A011863,30,15.0,6.0,0.0,15.0,76.0,1,0,0.11746522411128284,Nearest integer to (n/2)^4.
A011864,30,,,,,,0,0,1.0,a(n) = floor(n*(n - 1)/11).
A011865,30,,,,,,0,0,1.0,a(n) = floor( n*(n - 1)/12 ).
A011866,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)/13).
A011867,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)/14).
A011868,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)/15).
A011869,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)/16).
A011870,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)/17).
A011871,30,,,,,,0,0,1.0,[ n(n-1)/18 ].
A011872,30,,,,,,0,0,1.0,[ n(n-1)/19 ].
A011873,30,,,,,,0,0,1.0,a(n) = floor(n(n-1)/20).
A011874,30,6.0,,,,,1,1,1.0,a(n) = floor(n*(n-1)/21).
A011875,30,6.0,,,,,1,1,1.0,a(n) = floor(n*(n-1)/22).
A011876,30,6.0,,,,,1,1,1.0,a(n) = floor(n*(n-1)/23).
A011877,30,6.0,,,,,1,1,1.0,a(n) = floor(n*(n-1)/24).
A011878,30,6.0,,,,,1,1,1.0,a(n) = floor( n(n-1)/25 ).
A011879,30,6.0,,,,,1,1,1.0,a(n) = floor( n(n-1)/26 ).
A011880,30,6.0,,,,,1,1,1.0,a(n) = floor(n*(n-1)/27).
A011881,30,6.0,,,,,1,1,1.0,a(n) = floor(n*(n-1)/28).
A011882,30,6.0,,,,,1,1,1.0,[ n(n-1)/29 ].
A011883,30,6.0,,,,,1,1,1.0,a(n) = floor(n*(n-1)/30).
A011884,30,6.0,,,,,1,1,1.0,Floor(n(n - 1)/31).
A011885,30,6.0,,,,,1,1,1.0,a(n) = floor(n*(n-1)/32).
A011886,30,19.0,5.0,1.0,19.0,116.0,1,0,0.22350674373795762,a(n) = floor(n*(n-1)*(n-2)/4).
A011887,30,22.0,6.0,1.0,22.0,116.0,1,0,0.22879684418145957,a(n) = floor( n*(n-1)*(n-2)/5 ).
A011888,30,16.0,4.0,1.0,16.0,82.0,1,0,0.10608020698576973,Partial sums of A011863.
A011889,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)*(n-2)/7).
A011890,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)/8 ).
A011891,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)*(n-2)/9).
A011892,30,22.0,6.0,1.0,22.0,84.0,1,0,0.18543046357615894,a(n) = floor( n*(n-1)*(n-2)/10 ).
A011893,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)/11 ).
A011894,30,19.0,5.0,1.0,19.0,112.0,1,0,0.2562929061784897,a(n) = floor(n*(n-1)*(n-2)/12).
A011895,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)*(n-2)/13).
A011896,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)/14 ).
A011897,30,22.0,6.0,1.0,22.0,112.0,1,0,0.26229508196721313,a(n) = floor(n*(n-1)*(n-2)/15).
A011898,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)*(n-2)/16).
A011899,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)*(n-2)/17).
A011901,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)/19 ).
A011902,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)/20 ).
A011903,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)*(n-2)/21).
A011904,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)/22 ).
A011905,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)/23 ).
A011907,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)/25 ).
A011908,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)/26 ).
A011909,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)/27 ).
A011910,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)/28 ).
A011911,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)/29 ).
A011912,30,22.0,6.0,1.0,22.0,90.0,1,0,0.23872679045092837,a(n) = floor(n*(n-1)*(n-2)/30).
A011913,30,,,,,,0,0,1.0,a(n) = floor(n*(n - 1)*(n - 2)/31).
A011914,30,,,,,,0,0,1.0,a(n) = floor(n*(n - 1)*(n - 2)/32).
A011915,30,29.0,6.0,2.0,29.0,250.0,1,0,0.3671071953010279,a(n) = floor(n*(n-1)*(n-2)*(n-3)/5).
A011917,30,,,,,,0,0,1.0,[ n(n-1)(n-2)(n-3)/7 ].
A011919,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)*(n-2)*(n-3)/9).
A011921,30,,,,,,0,0,1.0,[ n(n-1)(n-2)(n-3)/11 ].
A011923,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)*(n-2)*(n-3)/13).
A011924,30,,,,,,0,0,1.0,Floor[n(n-1)(n-2)(n-3)/14].
A011925,30,29.0,6.0,2.0,29.0,222.0,1,0,0.37061769616026713,a(n) = floor(n*(n-1)*(n-2)*(n-3)/15).
A011926,30,29.0,6.0,2.0,29.0,294.0,1,0,0.49411764705882355,a(n) = floor(n*(n-1)*(n-2)*(n-3)/16).
A011927,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)*(n-2)*(n-3)/17).
A011928,30,,,,,,0,0,1.0,a(n) = floor(n(n-1)(n-2)(n-3)/18).
A011929,30,,,,,,0,0,1.0,a(n) = floor(n(n-1)(n-2)(n-3)/19).
A011930,30,29.0,6.0,2.0,29.0,244.0,1,0,0.4214162348877375,a(n) = floor(n(n-1)(n-2)(n-3)/20).
A011931,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)*(n-2)*(n-3)/21).
A011932,30,,,,,,0,0,1.0,a(n) =  floor( n*(n-1)*(n-2)*(n-3)/22 ).
A011933,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)*(n-3)/23 ).
A011934,30,13.0,5.0,0.0,13.0,70.0,1,0,0.11308562197092084,a(n) = |1^3 - 2^3 + 3^3 - 4^3 + ... + (-1)^(n+1)*n^3|.
A011935,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)*(n-3)/25 ).
A011936,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)*(n-3)/26 ).
A011937,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)*(n-3)/27 ).
A011938,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)*(n-3)/28 ).
A011939,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)*(n-3)/29 ).
A011940,30,29.0,6.0,2.0,29.0,172.0,1,0,0.31444241316270566,a(n) = floor(n*(n-1)*(n-2)*(n-3)/30).
A011941,30,,,,,,0,0,1.0,a(n) = floor(n*(n-1)*(n-2)*(n-3)/31).
A011942,30,,,,,,0,0,1.0,a(n) = floor( n*(n-1)*(n-2)*(n-3)/32 ).
A011946,30,,,,,,0,0,1.0,Number of Barlow packings with group P63/mmc(S) that repeat after 4n layers.
A011948,30,,,,,,0,0,1.0,Number of Barlow packings with group P63mc that repeat after 2n layers.
A011949,30,,,,,,0,0,1.0,Number of Barlow packings with group P6(bar)m2 that repeat after 2n layers.
A011950,30,,,,,,0,0,1.0,Number of Barlow packings with group P3(bar)m1(SO) that repeat after 2n-1 layers.
A011951,30,,,,,,0,0,1.0,Number of Barlow packings with group P3(bar)m1(S) that repeat after 2n layers.
A011952,30,,,,,,0,0,1.0,Number of Barlow packings with group P3(bar)m1(O) that repeat after 2n layers.
A011953,30,,,,,,0,0,1.0,Number of Barlow packings with group P3m1 that repeat after n layers.
A011954,30,,,,,,0,0,1.0,Barlow packings with group R3(bar)m(SO) that repeat after 6n+3 layers.
A011955,30,,,,,,0,0,1.0,Number of Barlow packings with group R3(bar)m(O) that repeat after 6n layers.
A011956,30,,,,,,0,0,1.0,Number of close-packings with layer-number 3n and space group R3m.
A011957,30,,,,,,0,0,1.0,Number of ZnS polytypes that repeat after n layers.
A011959,30,,,,,,0,0,1.0,Number of SiC polytypes that repeat after 2n layers.
A011961,30,,,,,,0,0,1.0,Number of ferrites M_4Y_n that repeat after 6n+20 layers.
A011962,30,,,,,,0,0,1.0,Number of ferrites M_6Y_n that repeat after 6n+30 layers.
A011963,30,,,,,,0,0,1.0,Number of ferrites M_8Y_n that repeat after 6n+40 layers.
A011964,30,,,,,,0,0,1.0,Number of ferrites M_{10}Y_n that repeat after 6n+50 layers.
A011971,30,,,,,,0,0,1.0,"Aitken's array: triangle of numbers {a(n,k), n >= 0, 0 <= k <= n} read by rows, defined by a(0,0)=1, a(n,0) = a(n-1,n-1), a(n,k) = a(n,k-1) + a(n-1,k-1)."
A011972,30,,,,,,0,0,1.0,Sequence formed by reading rows of triangle defined in A011971.
A011973,30,,,,,,0,0,1.0,"Irregular triangle read by rows: T(n,k) = binomial(n-k, k), n >= 0, 0 <= k <= floor(n/2); or, coefficients of (one version of) Fibonacci polynomials."
A011974,30,,,,,,0,0,1.0,2 followed by the numbers that are the sum of 2 successive primes.
A011975,30,,,,,,0,0,1.0,"Covering numbers C(n,3,2)."
A011976,30,,,,,,0,0,1.0,"Covering numbers C(n,4,2)."
A011991,30,6.0,,,,,1,1,1.0,"(n,3,1) difference families over Z_n."
A012132,30,,,,,,0,0,1.0,"Numbers z such that x*(x+1) + y*(y+1) = z*(z+1) is solvable in positive integers x,y."
A012212,30,,,,,,0,0,1.0,"Number of squarefree palindromes over {0, 1, 2} of length 2n+1."
A012245,30,15.0,,,,,2,1,1.0,Characteristic function of factorial numbers; also decimal expansion of Liouville's number or Liouville's constant.
A012257,30,,,,,,0,0,1.0,"Irregular triangle read by rows: row 0 is {2}; if row n is {r_1, ..., r_k} then row n+1 is {r_k 1's, r_{k-1} 2's, r_{k-2} 3's, etc.}."
A012264,30,,,,,,0,0,1.0,Number of real roots of x - x^3/3! + x^5/5! - ... + (-1)^n*x^(2n+1)/(2n+1)!.
A012265,30,,,,,,0,0,1.0,x - x^3/3! + x^5/5! - ... + (-1)^n*x^(2n+1)/(2n+1)! has 2a(n)+1 real roots.
A012883,30,,,,,,0,0,1.0,Numbers in which every prefix (in base 10) is 1 or a prime.
A012884,30,,,,,,0,0,1.0,Numbers such that every prefix and suffix is 1 or a prime.
A013189,30,19.0,,,,,2,1,1.0,All terms are squares and a(n) is length of n-th run.
A013322,30,13.0,,,,,2,1,1.0,Golomb-type sequence over triangular numbers.
A013498,30,21.0,6.0,1.0,22.0,120.0,2,1,0.1406799531066823,Number of permutations in S_n with a certain property.
A013574,30,11.0,4.0,0.0,11.0,56.0,1,0,0.15512465373961218,"Minimal scope of an (n,2) difference triangle."
A013580,30,,,,,,0,0,1.0,Triangle formed in same way as Pascal's triangle (A007318) except 1 is added to central element in even-numbered rows.
A013583,30,,,,,,0,0,1.0,Smallest positive number that can be written as sum of distinct Fibonacci numbers in n ways.
A013584,30,,,,,,0,0,1.0,"Smallest m such that 0!+1!+...+(m-1)! is divisible by n, or 0 if no such m exists."
A013585,30,,,,,,0,0,1.0,"Smallest m such that 1!+...+m! is divisible by 2n+1, or 0 if no such m exists."
A013586,30,,,,,,0,0,1.0,"Smallest prime p such that n divides one of f(p)-1, f(p) or f(p)+1, where f(p) is product of primes <= p, or 0 if no such p exists."
A013590,30,,,,,,0,0,1.0,"Numbers k such that Phi(k,x) is a cyclotomic polynomial containing a coefficient with an absolute value greater than one."
A013591,30,,,,,,0,0,1.0,Orders of cyclotomic polynomials containing a coefficient the absolute value of which is >= 3.
A013592,30,,,,,,0,0,1.0,Orders of cyclotomic polynomials containing a coefficient the absolute value of which is >= 4.
A013593,30,,,,,,0,0,1.0,Orders of cyclotomic polynomials containing a coefficient the absolute value of which is >= 5.
A013594,30,,,,,,0,0,1.0,Smallest order of cyclotomic polynomial containing n or -n as a coefficient.
A013595,30,10.0,,,,,2,1,1.0,Irregular triangle read by rows: coefficients of cyclotomic polynomial Phi_n(x) (exponents in increasing order).
A013596,30,,,,,,0,0,1.0,Irregular triangle of coefficients of cyclotomic polynomial Phi_n(x) (exponents in decreasing order).
A013597,30,,,,,,0,0,1.0,a(n) = nextprime(2^n) - 2^n.
A013598,30,,,,,,0,0,1.0,a(n) = nextprime(3^n)-3^n.
A013599,30,,,,,,0,0,1.0,a(n) = nextprime(5^n) - 5^n.
A013600,30,,,,,,0,0,1.0,a(n) = nextprime(6^n)-6^n.
A013601,30,,,,,,0,0,1.0,a(n) = nextprime(7^n)-7^n.
A013602,30,,,,,,0,0,1.0,a(n) = nextprime(4^n)-4^n.
A013603,30,,,,,,0,0,1.0,Difference between 2^n and the nearest prime less than or equal to 2^n.
A013604,30,,,,,,0,0,1.0,"a(n) = 3^n - prevprime(3^n), where prevprime(x) is the largest prime < x."
A013605,30,,,,,,0,0,1.0,a(n) = 5^n-prevprime(5^n).
A013606,30,,,,,,0,0,1.0,a(n) = 4^n - prevprime(4^n).
A013607,30,,,,,,0,0,1.0,a(n) = 6^n-prevprime(6^n).
A013608,30,,,,,,0,0,1.0,7^n-prevprime(7^n).
A013609,30,,,,,,0,0,1.0,Triangle of coefficients in expansion of (1+2*x)^n.
A013610,30,,,,,,0,0,1.0,Triangle of coefficients in expansion of (1+3*x)^n.
A013611,30,,,,,,0,0,1.0,Triangle of coefficients in expansion of (1+4x)^n.
A013612,30,,,,,,0,0,1.0,Triangle of coefficients in expansion of (1+5x)^n.
A013613,30,,,,,,0,0,1.0,Triangle of coefficients in expansion of (1+6x)^n.
A013614,30,,,,,,0,0,1.0,Triangle of coefficients in expansion of (1+7x)^n.
A013615,30,,,,,,0,0,1.0,Triangle of coefficients in expansion of (1+8x)^n.
A013616,30,,,,,,0,0,1.0,Triangle of coefficients in expansion of (1+9x)^n.
A013617,30,,,,,,0,0,1.0,Triangle of coefficients in expansion of (1+10x)^n.
A013618,30,,,,,,0,0,1.0,Triangle of coefficients in expansion of (1+11x)^n.
A013619,30,,,,,,0,0,1.0,Triangle of coefficients in expansion of (1+12x)^n.
A013620,30,,,,,,0,0,1.0,Triangle of coefficients in expansion of (2+3x)^n.
