anum,n_terms,n_d,order,degree,n_id,L_H,n_singular,full_fit,prefix_only,n_revisions,n_struct_rev,final_lambda,error,name
A379845,45,,,,,,,False,False,0,0,1.0,,Even squarefree numbers x such that the product of prime indices of x is a multiple of the sum of prime indices of x.
A253397,53,,,,,,,False,False,0,0,1.0,,"T(n,k) = Number of (n+1) X (k+1) 0..1 arrays with every 2 X 2 subblock antidiagonal maximum minus diagonal minimum nondecreasing horizontally and diagonal maximum minus antidiagonal minimum nondecreasing vertically."
A100079,60,,,,,,,False,False,0,0,1.0,,"Starting from n = 0, a(n) = position of first occurrence of n in decimal places of Catalan's constant."
A369901,54,,,,,,,False,False,0,0,1.0,,"Proth numbers h*2^k+1, with odd h < 2^k, ordered first by k then by h."
A265639,34,,,,,,,False,False,0,0,1.0,,Number of binary strings of length n that cannot be written as the concatenation of nontrivial powers of other strings.
A168096,55,7,6,2,29,132,0,True,False,3,2,0.29398663697104677,,a(n) = number of natural numbers m such that n - 6 <= m <= n + 6.
A261699,60,,,,,,,False,False,0,0,1.0,,"Triangle read by rows: T(n,k), n >= 1, k >= 1, in which column k lists positive terms interleaved with k-1 zeros, starting in row k(k+1)/2. If k is odd the positive terms of column k are k's, otherwise if k is even the positive terms of column k are the odd numbers greater than k in increasing order."
A224214,51,,,,,,,False,False,0,0,1.0,,Number of nonnegative solutions to x^3 + y^3 <= n^3.
A184871,60,,,,,,,False,False,0,0,1.0,,"n+floor(ns/r)+floor(nt/r), where r=log(2), s=log(3), t=log(5)."
A088572,60,,,,,,,False,False,0,0,1.0,,Numbers n such that (2n+1)^2 - 2 is prime.
A315071,50,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.3.46.3 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A141560,58,,,,,,,False,False,0,0,1.0,,"Nonprimes of form (prime(n)-r(n)), where A141468(n)=r(n)=n-th nonprime and prime(n)=n-th prime."
A036062,30,,,,,,,False,False,0,0,1.0,,Increasing gaps among twin primes: the smallest prime of the second twin pair.
A348160,46,,,,,,,False,False,0,0,1.0,,Odd numbers not appearing in A348158.
A295827,60,,,,,,,False,False,0,0,1.0,,"a(n) = least odd k > 1 such that n and n*k have the same Hamming weight, or -1 if no such k exists."
A061087,37,,,,,,,False,False,0,0,1.0,,a(n) = A061086(n) / n.
A340077,60,,,,,,,False,False,0,0,1.0,,Odd numbers k for which k-1 is a multiple of A053575(k) [the odd part of phi(k)].
A311425,50,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.5.52.3 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A382585,60,,,,,,,False,False,0,0,1.0,,Decimal expansion of Sum_{p prime} 1/((p - 1)^2*p^2*(p + 1)).
A014821,60,7,,,,,,False,True,2,1,1.0,,Inverse of 812th cyclotomic polynomial.
A175808,60,,,,,,,False,False,0,0,1.0,,n-th term is the length of a shortest common superstring of the binary representations of all natural numbers from 1 to n.
A222414,60,,,,,,,False,False,0,0,1.0,,a(n) = A001175(A222413(n)).
A188216,48,,,,,,,False,False,0,0,1.0,,Expansion of 1 + Sum_{n>=1} (x^(n^2) / Product_{k>=n} (1 - x^k)).
A151782,57,,,,,,,False,False,0,0,1.0,,"a(1)=1; for n > 1, a(n)=8*7^{wt(n-1)-1}."
A156610,55,,,,,,,False,False,0,0,1.0,,"Triangle T(n, k, m) = round( t(n,m)/(t(k,m)*t(n-k,m)) ), with T(0, k, m) = 1, where t(n, k) = Product_{j=1..n} A129862(k+1, j), t(n, 0) = n!, and m = 4, read by rows."
A349306,50,,,,,,,False,False,0,0,1.0,,Numbers k that divide A092694(k).
A019346,57,,,,,,,False,False,0,0,1.0,,Primes with primitive root 19.
A240982,60,,,,,,,False,False,0,0,1.0,,Decimal expansion of the limit of a recursive sequence connected to the Plastic constant (A060006).
A131436,60,,,,,,,False,False,0,0,1.0,,"Triangle read by rows, (n-1) zeros followed by 2^n - 1."
A279364,50,,,,,,,False,False,0,0,1.0,,Sum of 5th powers of proper divisors of n.
A330933,33,,,,,,,False,False,0,0,1.0,,Starts of runs of 4 consecutive Niven numbers in base 2 (A049445).
A313489,50,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.6.609.2 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A353489,60,15,,,,,,False,True,2,1,1.0,,"If A276086(n) is of the form 4k+3, then a(n) = 1, otherwise a(n) = 0."
A389501,55,,,,,,,False,False,0,0,1.0,,Numbers whose coreful divisors have a noninteger arithmetic mean.
A027623,32,,,,,,,False,False,0,0,1.0,,"a(0) = 1; for n > 0, a(n) = number of rings with n elements."
A377030,60,19,,,,,,False,True,2,1,1.0,,"Period 19: repeat [0, 3, 6, 9, 7, 4, 1, 2, 5, 8, 8, 5, 2, 1, 4, 7, 9, 6, 3]."
A232598,45,,,,,,,False,False,0,0,1.0,,"T(n,k) = Stirling2(n,k) * OrderedBell(k)."
A118733,60,,,,,,,False,False,0,0,1.0,,Numbers k such that 3^k has even digit sum.
A142459,45,,,,,,,False,False,0,0,1.0,,"Triangle read by rows: T(n,k) = (4n-4k+1) * T(n-1,k-1) + (4k-3) * T(n-1,k)."
A238533,33,,,,,,,False,False,0,0,1.0,,"Number of solutions to gcd(x^2 + y^2 + z^2 + t^2 + h^2, n) = 1 with x,y,z,t,h in [0,n-1]."
A137750,56,,,,,,,False,False,0,0,1.0,,Number of distinct residues in the Fibonacci sequence mod the n-th prime.
A073705,38,,,,,,,False,False,0,0,1.0,,a(n) = Sum_{ d divides n } (n/d)^(2d).
A018082,36,13,,,,,,False,True,2,1,1.0,,Powers of fourth root of 13 rounded to nearest integer.
A180590,40,,,,,,,False,False,0,0,1.0,,Numbers k such that k! is the sum of two triangular numbers.
A142919,43,,,,,,,False,False,0,0,1.0,,Primes congruent to 53 mod 63.
A133214,55,,,,,,,False,False,0,0,1.0,,Delannoy paths counted by number of weak peaks.
A078029,60,9,3,0,9,28,0,True,False,1,0,0.03128491620111732,,Expansion of (1-x)/(1-2*x^3).
A294863,55,,,,,,,False,False,0,0,1.0,,"Solution of the complementary equation a(n) = a(n-2) + b(n-2) + 3, where a(0) = 1, a(1) = 2, b(0) = 3, and (a(n)) and (b(n)) are increasing complementary sequences."
A245886,60,,,,,,,False,False,0,0,1.0,,"Decimal expansion of Gamma(-3/2), where Gamma is Euler's gamma function."
A093797,60,,,,,,,False,False,0,0,1.0,,"In the sequence of prime powers (A000961), replace perfect powers with their repeating factors."
A102422,60,,,,,,,False,False,0,0,1.0,,Number of partitions of n with k <= 5 parts and each part p <= 5.
A068356,45,,,,,,,False,False,0,0,1.0,,Numbers k such that bigomega(k) = tau(prime(k)+1) where tau(k) = A000005(k).
A186071,60,7,,,,,,False,True,2,1,1.0,,"Irregular triangle, read by rows, of primes with suffix n and digits ""3"" prepended , otherwise 0."
A143268,43,,,,,,,False,False,0,0,1.0,,"a(n) = phi(n)*T(n), where phi(n) is Euler's totient function (A000010) and T(n) = n*(n+1)/2 is the n-th triangular number (A000217)."
A007959,54,7,,,,,,False,True,2,1,1.0,,Some nontrivial permutation of digits is an odd number.
A322149,49,,,,,,,False,False,0,0,1.0,,"In the binary representation of n, replace each run of k 0's (or 1's) with k^2 0's (or 1's)."
A308797,46,,,,,,,False,False,0,0,1.0,,Primes p such that A001177(p) = (p-1)/4.
A096982,60,,,,,,,False,False,0,0,1.0,,"Define a(1)=0. Then define b(1)=1, b(2)=1 and for k > 2, b(k) = (b(k-2) + b(k-1)) (mod n). This gives for each n a cyclic repetitive sequence; a(n) is the least k > 1 for the first 1 of the sequence 1,1,...."
A134217,47,,,,,,,False,False,0,0,1.0,,Positions of 17 after decimal point in decimal expansion of Pi.
A163238,60,,,,,,,False,False,0,0,1.0,,Inverse permutation to A163237.
A361852,50,,,,,,,False,False,0,0,1.0,,Number of integer partitions of n such that (length) * (maximum) < 2n.
A079714,60,,,,,,,False,False,0,0,1.0,,Number of 2's in n!.
A244054,60,,,,,,,False,False,0,0,1.0,,"Decimal expansion of the maximal circumradius of a planar convex set containing no lattice point except for the origin where it has its circumcenter, and not protruding in opposite directions outside the square max(|x|,|y|) < 1 unless it protrudes significantly elsewhere, too."
A383799,53,6,,,,,,False,True,1,1,1.0,,"Irregular triangle: T(n,k) gives the number of k-polysticks on edges of the n-cube up to rotational symmetries of the n-cube, with 0 <= k <= A001787(n)."
A016463,60,,,,,,,False,False,0,0,1.0,,Continued fraction for log(35).
A033238,35,,,,,,,False,False,0,0,1.0,,Primes of form x^2+59*y^2.
A019743,60,,,,,,,False,False,0,0,1.0,,Decimal expansion of e/6.
A290481,60,,,,,,,False,False,0,0,1.0,,The number of 3-Carmichael numbers that are divisible by the n-th odd prime.
A136854,30,7,,,,,,False,True,2,1,1.0,,"Numbers k such that k and k^2 use only the digits 0, 1, 4 and 5."
A353954,60,,,,,,,False,False,0,0,1.0,,a(0) = 1; a(n) = A019565(A109812(n)).
A153161,60,,,,,,,False,False,0,0,1.0,,Numerators of Stern-Brocot tree hanging between 1/3 and 2/3; denominators=A153162.
A306114,51,,,,,,,False,False,0,0,1.0,,"Largest k such that 4^k has exactly n digits 0 (in base 10), conjectured."
A208613,56,,,,,,,False,False,0,0,1.0,,"Triangle of coefficients of polynomials v(n,x) jointly generated with A208612; see the Formula section."
A365787,60,,,,,,,False,False,0,0,1.0,,a(n) = A286708(n) divided by its squarefree kernel.
A284199,48,,,,,,,False,False,0,0,1.0,,"T(n,k) = Number of n X k 0..1 arrays with the number of 1's horizontally, antidiagonally or vertically adjacent to some 0 equal to the number of 0's adjacent to some 1, with top left element zero."
A077624,43,,,,,,,False,False,0,0,1.0,,Largest term in periodic part of continued fraction expansion of square root of 2^n + 1 or 0 if 2^n + 1 is a square.
A026788,30,,,,,,,False,False,0,0,1.0,,"a(n) = Sum_{k=0..floor(n/2)} T(n,k), T given by A026780."
A211015,60,,,,,,,False,False,0,0,1.0,,"Decimal expansion of Pi - e + gamma, where gamma is Euler's constant (or the Euler-Mascheroni constant)."
A234859,60,13,,,,,,False,True,2,1,1.0,,Number of totally symmetric 5-dimensional partitions of n.
A211381,42,19,6,1,22,228,0,True,False,2,1,0.21489161168708765,,Number of pairs of intersecting diagonals in the exterior of a regular n-gon.
A303668,42,,,,,,,False,False,0,0,1.0,,"Expansion of 1/((1 - x)*(2 - theta_2(sqrt(x))/(2*x^(1/8)))), where theta_2() is the Jacobi theta function."
A301002,47,,,,,,,False,False,0,0,1.0,,Coordination sequence T3 for Zeolite Code BEC.
A299620,60,,,,,,,False,False,0,0,1.0,,"Decimal expansion of W(1) + W(3), where w is the Lambert W function (or PowerLog); see Comments."
A286752,60,,,,,,,False,False,0,0,1.0,,{010010->null}-transform of the infinite Fibonacci word A003849.
A164960,60,,,,,,,False,False,0,0,1.0,,"The minimum number of steps needed to generate prime(n) under the map x -> A060264(x) starting from any x taken from {2,3} or from A164333."
A131854,60,,,,,,,False,False,0,0,1.0,,Numbers m such that A131851(m) = 0.
A080730,60,,,,,,,False,False,0,0,1.0,,Decimal expansion of the infinite product of zeta functions for odd arguments >= 3.
A022172,36,,,,,,,False,False,0,0,1.0,,"Triangle of Gaussian binomial coefficients [ n,k ] for q = 8."
A110494,45,,,,,,,False,False,0,0,1.0,,"Least k such that prime(n)^2 divides binomial(2k,k)."
A273955,36,,,,,,,False,False,0,0,1.0,,G.f. A(x) satisfies: A( x*A(x) - A(x)^2 ) = -x^3.
A003371,39,,,,,,,False,False,0,0,1.0,,Numbers that are the sum of 4 positive 7th powers.
A382656,30,11,4,0,11,70,0,True,False,1,0,0.05388760585065435,,a(n) = L(2*n+1)+4*n+2.
A260947,60,,,,,,,False,False,0,0,1.0,,"Least positive integer k < prime(n) such that k = i + j for some 0 < i < j for which i,j,k and i*j*k are all primitive roots modulo prime(n), or 0 if no such k exists."
A226166,60,,,,,,,False,False,0,0,1.0,,One half of the length of the period of the principal indefinite quadratic binary form of discriminant D(n) = A079896(n).
A020665,60,,,,,,,False,False,0,0,1.0,,a(n) is the (conjectured) maximal exponent k such that n^k does not contain a digit zero in its decimal expansion.
A266436,33,13,5,0,13,68,0,True,False,1,0,0.05991189427312775,,"Decimal representation of the n-th iteration of the ""Rule 23"" elementary cellular automaton starting with a single ON (black) cell."
A158140,44,,,,,,,False,False,0,0,1.0,,Number of nondecreasing integer sequences of length 6 with sum zero and sum of absolute values 2n.
A264714,40,,,,,,,False,False,0,0,1.0,,"T(n,k)=Number of nXk arrays of permutations of 0..n*k-1 with rows nondecreasing modulo 5 and columns nondecreasing modulo 6."
A260808,45,,,,,,,False,False,0,0,1.0,,Primes p such that p = q^2 - 12*r^2 where q and r are also primes.
A208974,31,,,,,,,False,False,0,0,1.0,,"Number of 7-bead necklaces labeled with numbers -n..n allowing reversal, with sum zero and first and second differences in -n..n."
A338854,60,,,,,,,False,False,0,0,1.0,,Product of the nonzero digits of (n written in base 4).
A045365,46,,,,,,,False,False,0,0,1.0,,"Primes congruent to {2, 5, 6} mod 7."
A035987,45,,,,,,,False,False,0,0,1.0,,"Number of partitions of n into parts not of the form 21k, 21k+9 or 21k-9. Also number of partitions with at most 8 parts of size 1 and differences between parts at distance 9 are greater than 1."
A121461,60,,,,,,,False,False,0,0,1.0,,"Triangle read by rows: T(n,k) is the number of nondecreasing Dyck paths of semilength n, having last ascent of length k (1 <= k <= n)."
A086285,55,,,,,,,False,False,0,0,1.0,,Numbers k such that 1 + 2k + 3k^2 is prime.
A385165,43,,,,,,,False,False,0,0,1.0,,Let p = A002145(n) be the n-th prime == 3 (mod 4); a(n) is the multiplicative order of 2+-i modulo p in Gaussian integers.
A289615,30,25,3,4,25,754,0,True,False,1,0,0.5321100917431193,,"A246604 (Catalan(n)-n) with initial terms 1,0,0,2 changed to 1,1,1,3."
A386838,60,,,,,,,False,False,0,0,1.0,,"Minimum number of unit squares that a straight line drawn from (0,0) to (x,y) passes through on the square lattice where x^2 + y^2 = A001481(n). If A001481(n) can be written as a sum of two squares in two or more ways, x and y are chosen such that a(n) is the least value."
A167384,52,,,,,,,False,False,0,0,1.0,,Irregular table with the left half of the array described in A167381.
A328720,60,,,,,,,False,False,0,0,1.0,,The position function the fractalization of which yields A328719.
A348358,59,,,,,,,False,False,0,0,1.0,,Primes which are not the concatenation of smaller primes (in base 10 and allowing leading 0's).
A380477,60,,,,,,,False,False,0,0,1.0,,"a(n) = 1 if n is not a prime, and A380459(n) has no divisors of form p^p, otherwise 0."
A077318,38,,,,,,,False,False,0,0,1.0,,Sum of terms in n-th row of A077316.
A008039,48,,,,,,,False,False,0,0,1.0,,Coordination sequence T2 for Zeolite Code ATS.
A074871,60,,,,,,,False,False,0,0,1.0,,"Start with n and repeatedly apply the map k -> T(k) = A053837(k) + A171765(k); a(n) is the number of steps (at least one) until a prime is reached, or 0 if no prime is ever reached."
A386224,47,,,,,,,False,False,0,0,1.0,,"Nonsquarefree weak numbers k that are not products of primorials, whose squarefree kernel is a primorial."
A124670,34,,,,,,,False,False,0,0,1.0,,(Product of successive primes minus 2) divided by 3 is prime.
A211274,56,,,,,,,False,False,0,0,1.0,,"Number of integer pairs (x,y) such that 0 < x <= y <= n and x*y <= 3n."
A231932,60,,,,,,,False,False,0,0,1.0,,"Working in base 9: a(0)=0, thereafter a(n+1) is the smallest number not already in the sequence such that the bits of a(n) and a(n+1) together can be rearranged to form a palindrome."
A088637,53,,,,,,,False,False,0,0,1.0,,"a(1) = 1, a(n+1) = a(n) + smallest prime not added earlier if a(n) is noncomposite else a(n+1) = a(n) + the smallest composite number not added earlier."
A369995,36,6,,,,,,False,True,1,1,1.0,,"Irregular triangle read by rows: T(n,k) is the number of induced k-vertex subgraphs, up to isomorphism, of the hypercube graph of dimension n >= 0, 0 <= k <= 2^n."
A057128,60,,,,,,,False,False,0,0,1.0,,Numbers n such that -3 is a square mod n.
A281639,34,,,,,,,False,False,0,0,1.0,,"Decimal representation of the x-axis, from the origin to the right edge, of the n-th stage of growth of the two-dimensional cellular automaton defined by ""Rule 382"", based on the 5-celled von Neumann neighborhood."
A281590,55,,,,,,,False,False,0,0,1.0,,Indices k such that A284896(k-1) and A284896(k) have a different sign.
A122821,60,,,,,,,False,False,0,0,1.0,,Number of ways n can be represented as the arithmetic mean of consecutive primes.
A333369,60,,,,,,,False,False,0,0,1.0,,"Positive integers in which any odd digit, if present, occurs an odd number of times, and any even digit, if present, occurs an even number of times."
A066567,47,,,,,,,False,False,0,0,1.0,,Numbers that when incremented by the product of their digits produce a square.
A280469,55,,,,,,,False,False,0,0,1.0,,Numbers n such that n-1 and n+1 are squarefree and have the same number of prime factors.
A111910,55,,,,,,,False,False,0,0,1.0,,"Square array read by antidiagonals: S(p,q) = (p+q+1)!(2p+2q+1)!/((p+1)!(2p+1)!(q+1)!(2q+1)!) (p,q>=0)."
A185169,57,,,,,,,False,False,0,0,1.0,,"Cantor's ordering of positive rational numbers, where a(n) is the balanced ternary representation of the ""factorization"" of the positive rational number into terms of A186285."
A088341,59,,,,,,,False,False,0,0,1.0,,Numbers n such that frac(x^n)=frac(x^2*frac(x^(n-2))) where x=3/2 and frac(x) denotes the fractional part of x.
A165959,60,,,,,,,False,False,0,0,1.0,,"Size of the range of the Ramanujan Prime Corollary, 2*A168421(n) - A104272(n)."
A204849,60,,,,,,,False,False,0,0,1.0,,A Motzkin triangle by rows.
A095297,33,,,,,,,False,False,0,0,1.0,,"Number of A095287-primes in range ]2^n,2^(n+1)]."
A285530,60,,,,,,,False,False,0,0,1.0,,"0-limiting word of the morphism 0->11, 1-> 0100."
A394962,60,,,,,,,False,False,0,0,1.0,,Decimal expansion of Sum_{k>=1} Pi/(sqrt(k)*sinh(Pi*sqrt(k))).
A395738,43,,,,,,,False,False,0,0,1.0,,Index of first occurrence of n in A057853.
A304775,57,,,,,,,False,False,0,0,1.0,,"T(n,k)=Number of nXk 0..1 arrays with every element unequal to 0, 1, 2, 3 or 7 king-move adjacent elements, with upper left element zero."
A114313,60,,,,,,,False,False,0,0,1.0,,Difference between first odd semiprime >= 5^n and 5^n.
A136154,36,,,,,,,False,False,0,0,1.0,,"Composites one larger than a prime, with exactly five distinct prime factors."
A131909,60,,,,,,,False,False,0,0,1.0,,"Triangle, read by rows, where T(n,k) = T(n-1,k-2) + T(n-1,k-1) for n>=k>1, with T(0,0)=1 and T(n,0) = T(n+1,1) = T(n-1,n-1) for n>0."
A309574,59,,,,,,,False,False,0,0,1.0,,n-th prime minus its ternary (base 3) reversal.
A051531,42,23,6,1,22,388,0,True,False,1,0,0.4212812160694897,,"Molien series for group H_{1,3}^{8} of order 2304."
A350044,48,11,,,,,,False,True,2,1,1.0,,"Loop starting at 187 in the Collatz-like map {x -> 3x+5 if x is odd, x/2 otherwise}."
A103241,33,,,,,,,False,False,0,0,1.0,,"Unreduced numerators of the elements T(n,k)/(n-k)!, read by rows, of the triangular matrix P^-1, which is the inverse of the matrix defined by P(n,k) = (-k^3)^(n-k)/(n-k)! for n >= k >= 1."
A311191,50,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.6.217.2 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A390691,60,,,,,,,False,False,0,0,1.0,,The largest divisor of n that is a Loeschian number (A003136).
A262282,54,,,,,,,False,False,0,0,1.0,,"a(1)=11. For n>1, let s denote the digit-string of a(n-1) with the first digit omitted. Then a(n) is the smallest prime not yet present which starts with s."
A122716,34,,,,,,,False,False,0,0,1.0,,Primes of the form p^2 + q^10 where p and q are primes.
A118819,60,15,6,0,15,84,0,True,False,1,0,0.10619469026548672,,Start with 1 and repeatedly place the first digit at the end of the number and add 6.
A338572,60,,,,,,,False,False,0,0,1.0,,Number of integers less than n with the same number of factorizations into prime powers as n.
A087869,60,,,,,,,False,False,0,0,1.0,,a[n] =Abs[Abs[Prime[n]-a[n-1]]+Abs[Prime[n]-a[n-2]]+Abs[Prime[n]-a[n-3]]-Abs[Prime[n]-a[n-4]]-Abs[Prime[n]-a[n-5]]].
A062506,60,,,,,,,False,False,0,0,1.0,,Numbers divisible by at least one twin prime (A001097).
A293712,40,,,,,,,False,False,0,0,1.0,,"Numbers k such that psi(phi(k))/k > psi(phi(m))/m for all m < k, where phi is Euler's totient function (A000010) and psi is the Dedekind psi function (A001615)."
A141989,44,,,,,,,False,False,0,0,1.0,,Primes congruent to 13 mod 29.
A159781,39,,,,,,,False,False,0,0,1.0,,"Values of hypotenuse of primitive Pythagorean triples which can have exactly four different shapes (that is, four different sets of ""legs"")."
A101249,35,,,,,,,False,False,0,0,1.0,,"Primes that are a concatenation of 5, 7 and a prime."
A363016,33,,,,,,,False,False,0,0,1.0,,"a(n) is the least integer k such that the k-th, (k+1)-th, ..., (k+n-1)-th primes are congruent to 1 mod 4."
A296128,60,,,,,,,False,False,0,0,1.0,,"T(n,k)=Number of nXk 0..1 arrays with each 1 adjacent to 2 or 5 king-move neighboring 1s."
A040781,60,,,,,,,False,False,0,0,1.0,,Continued fraction for sqrt(810).
A201456,60,,,,,,,False,False,0,0,1.0,,Least k such that (7^n + k)*7^n + 1 is a prime number.
A352140,56,,,,,,,False,False,0,0,1.0,,Numbers whose prime factorization has all even prime indices and all odd exponents.
A075354,57,10,,,,,,False,True,2,1,1.0,,Final term of n-th group in A075352.
A317932,60,,,,,,,False,False,0,0,1.0,,"Denominators of certain ""Dirichlet Square Root"" sequences: a(n) = A046644(n)/(2^A007949(n))."
A363723,60,,,,,,,False,False,0,0,1.0,,"Number of integer partitions of n having a unique mode equal to the mean, i.e., partitions whose mean appears more times than each of the other parts."
A111349,42,,,,,,,False,False,0,0,1.0,,Numbers k such that the result of swapping the 4th digit and the digit 3 positions from the last digit is prime.
A018804,60,,,,,,,False,False,0,0,1.0,,"Pillai's arithmetical function: Sum_{k=1..n} gcd(k, n)."
A071804,60,,,,,,,False,False,0,0,1.0,,"Number of pairs (x,y) such that tau(x^y) = x+y, 1<=x<=n, 1<=y<=n."
A331942,30,,,,,,,False,False,0,0,1.0,,"a(n) = number of primes of the form P(k) = k^2 + 1 <= 10^n as predicted by the Hardy and Littlewood Conjecture F, rounded to nearest integer. The actual number of primes is A083844(n)."
A287158,60,,,,,,,False,False,0,0,1.0,,Positions of 1 in A287156.
A351836,60,6,,,,,,False,True,1,1,1.0,,Smallest evil number k (member of A001969) such that k*n is also evil.
A033622,32,13,5,0,13,88,0,True,False,1,0,0.07242798353909465,,Good sequence of increments for Shell sort (best on big values).
A119565,53,,,,,,,False,False,0,0,1.0,,"a(0)=1, a(1)=2, a(2)=3, a(3)=5, a(4)=7, a(5)=10; a(n) = floor(a(n-1) + 1 + a(n-2)/6) for n>=6."
A020143,39,,,,,,,False,False,0,0,1.0,,Pseudoprimes to base 15.
A366161,60,,,,,,,False,False,0,0,1.0,,The number of ways to express n^n in the form a^b for integers a and b.
A372119,60,,,,,,,False,False,0,0,1.0,,Numbers k such that the k-th composition in standard order is not biquanimous.
A173043,36,,,,,,,False,False,0,0,1.0,,"Triangle T(n, k, q) = binomial(n, k) - 1 + q^(n*binomial(n-2, k-1)) with T(n, 0, q) = T(n, n, q) = 1 and q = 2, read by rows."
A120898,58,,,,,,,False,False,0,0,1.0,,"Cascadence of 1+2x+x^2; a triangle, read by rows of 2n+1 terms, that retains its original form upon convolving each row with [1,2,1] and then letting excess terms spill over from each row into the initial positions of the next row such that only 2n+1 terms remain in row n for n>=0."
A207536,58,,,,,,,False,False,0,0,1.0,,"Triangle of coefficients of polynomials u(n,x) jointly generated with A105070; see Formula section."
A226691,60,,,,,,,False,False,0,0,1.0,,"Irregular table read by rows: T(m,n) = Denominators of minimal distance between m elements of the Farey sequence F_n."
A010067,57,,,,,,,False,False,0,0,1.0,,Base 6 self or Colombian numbers (not of form k + sum of base 6 digits of k).
A085998,60,,,,,,,False,False,0,0,1.0,,Decimal expansion of the prime zeta modulo function at 9 for primes of the form 4k+3.
A253223,60,,,,,,,False,False,0,0,1.0,,"T(n,k) = number of n X k nonnegative integer arrays with upper left 0 and lower right its king-move distance away minus 2 and every value within 2 of its king move distance from the upper left and every value increasing by 0 or 1 with every step right, diagonally se or down."
A353057,39,,,,,,,False,False,0,0,1.0,,"Numbers N of the form m^k in ascending order having the property that for any choice of m and k such that N = m^k, the sets of distinct digits of m, k, and m^k are pairwise disjoint."
A096796,35,,,,,,,False,False,0,0,1.0,,"a(n) = n for n <= 2; for n > 2, a(n) = 2a(n-1) - a(n - floor( 1/2 + sqrt(2n) ))."
A280197,49,,,,,,,False,False,0,0,1.0,,"Expansion of 1/(1 - Sum_{k>=2} mu(k)^2*x^k), where mu(k) is the Moebius function (A008683)."
A397007,60,,,,,,,False,False,0,0,1.0,,"Decimal expansion of Sum_{k>=1} H(k)/k^9, where H(k) = A001008(k)/A002805(k) is the k-th harmonic number."
A320912,60,,,,,,,False,False,0,0,1.0,,Numbers with an even number of prime factors (counted with multiplicity) that can be factored into distinct semiprimes.
A305466,60,,,,,,,False,False,0,0,1.0,,"Square array A(n,k), n >= 0, k >= 0, read by antidiagonals, where A(n,k) is Sum_{j=0..floor(n/2)} ((n-j)!/j!)*binomial(n-j,j)*k^(n-2*j)*(-1)^j."
A163810,60,9,3,0,9,32,0,True,False,1,0,0.15023474178403756,,Expansion of (1 - x) * (1 - x^2) * (1 - x^3) / (1 - x^6) in powers of x.
A292673,60,,,,,,,False,False,0,0,1.0,,Least number of symbols required to fill a grid of size n X n row by row in the greedy way such that in any row or column or rectangular 3 X 3 block no symbol occurs twice.
A312885,50,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.6.460.4 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A031218,60,,,,,,,False,False,0,0,1.0,,Largest prime power <= n.
A079952,60,,,,,,,False,False,0,0,1.0,,Number of primes less than prime(n)/2.
A256699,60,,,,,,,False,False,0,0,1.0,,Numbers with negative triangular trace.
A080906,41,,,,,,,False,False,0,0,1.0,,Primes with an even number of digits such that the first half of the digits and the second half of the digits are both primes.
A312897,50,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.6.192.4 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A035326,32,,,,,,,False,False,0,0,1.0,,Beginning of last prime pattern of length n to appear among positive integers.
A381019,60,,,,,,,False,False,0,0,1.0,,"a(n) is the smallest positive integer not yet in the sequence such that a(n) is relatively prime to a(n-i) for all 1 <= i <= min(a(n), n-1)."
A225447,60,,,,,,,False,False,0,0,1.0,,10-adic integer x such that x^7 = -3.
A200928,47,,,,,,,False,False,0,0,1.0,,Number of partitions of n such that the number of parts and the smallest part are coprime.
A276931,60,,,,,,,False,False,0,0,1.0,,Row 2 of A276616: a(n) = A276932(n)/2.
A383226,42,,,,,,,False,False,0,0,1.0,,"Number of winning positions for the next player (a, b, c) where 1 <= a, b, c <= n in ""Divisor Nim"" (see comments)."
A064440,44,,,,,,,False,False,0,0,1.0,,Numbers k such that A048138(k) is a prime and sets a new record for such primes.
A177947,55,,,,,,,False,False,0,0,1.0,,"A symmetrical triangle sequence based on the beta function inverse and the spotlight tile A051601 as antidiagonal: t(n,m) = 1/Integrate[(-1 + t)^n/t^(m + n + 2), {t, 1, Infinity}] - (-2 Binomial[m + n, m] + Binomial[2 + m + n, 1 + m])."
A131866,60,,,,,,,False,False,0,0,1.0,,Distance of n-th semiprime to nearest square.
A371503,60,,,,,,,False,False,0,0,1.0,,Decimal expansion of Sum_{k>=0} 1/(k^2 + k + 1)!.
A140958,42,,,,,,,False,False,0,0,1.0,,A090801(2n-1)+A090801(2n).
